label,narrow_cpr_pct,proximity_pct,max_wick_pct,st_period,st_mult,total_trades,win_rate,total_pnl,pnl_pct,profit_factor,max_drawdown,sharpe,avg_trades_per_day,exit_reasons
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR5.0_PROX1.5_WICK40.0,5.0,1.5,40.0,7,3.0,17,17.65,-41385.0,-4.14,0.06,4.17,-2.86,0.13,"{'EOD': 8, 'CPR_BREACH': 9}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR5.0_PROX2.0_WICK15.0,5.0,2.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR1.0_PROX2.0_WICK25.0,1.0,2.0,25.0,7,3.0,24,62.5,24068.0,2.41,1.63,2.44,0.71,0.06,"{'EOD': 22, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR5.0_PROX1.0_WICK25.0,5.0,1.0,25.0,7,3.0,23,52.17,19787.0,1.98,1.46,2.17,0.66,0.06,"{'EOD': 20, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR5.0_PROX2.0_WICK25.0,5.0,2.0,25.0,7,3.0,10,30.0,-18775.0,-1.88,0.13,1.98,-2.58,0.08,"{'EOD': 6, 'CPR_BREACH': 4}"
CPR2.0_PROX2.0_WICK15.0,2.0,2.0,15.0,7,3.0,21,47.62,-6862.0,-0.69,0.86,2.77,-0.24,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR2.0_PROX0.5_WICK15.0,2.0,0.5,15.0,7,3.0,12,33.33,3206.0,0.32,1.13,2.02,0.14,0.03,"{'EOD': 11, 'SL': 1}"
CPR5.0_PROX2.0_WICK40.0,5.0,2.0,40.0,7,3.0,17,17.65,-41385.0,-4.14,0.06,4.17,-2.86,0.13,"{'EOD': 8, 'CPR_BREACH': 9}"
CPR1.5_PROX2.0_WICK25.0,1.5,2.0,25.0,7,3.0,28,60.71,28380.0,2.84,1.68,2.44,0.81,0.07,"{'EOD': 25, 'SUPERTREND_FLIP': 2, 'SL': 1}"
CPR2.0_PROX5.0_WICK25.0,2.0,5.0,25.0,7,3.0,34,50.0,3996.0,0.4,1.06,2.83,0.12,0.09,"{'EOD': 30, 'SUPERTREND_FLIP': 2, 'SL': 2}"
CPR1.5_PROX0.5_WICK15.0,1.5,0.5,15.0,7,3.0,11,36.36,4640.0,0.46,1.2,1.88,0.2,0.03,"{'EOD': 10, 'SL': 1}"
CPR3.0_PROX1.0_WICK25.0,3.0,1.0,25.0,7,3.0,23,52.17,19787.0,1.98,1.46,2.17,0.66,0.06,"{'EOD': 20, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR5.0_PROX3.0_WICK15.0,5.0,3.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR3.0_PROX2.0_WICK25.0,3.0,2.0,25.0,7,3.0,33,51.52,9555.0,0.96,1.16,2.82,0.29,0.08,"{'EOD': 29, 'SUPERTREND_FLIP': 2, 'SL': 2}"
CPR1.0_PROX2.0_WICK40.0,1.0,2.0,40.0,7,3.0,32,59.38,26298.0,2.63,1.51,2.59,0.71,0.08,"{'CPR_BREACH': 1, 'EOD': 28, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR3.0_PROX5.0_WICK25.0,3.0,5.0,25.0,7,3.0,34,50.0,3996.0,0.4,1.06,2.83,0.12,0.09,"{'EOD': 30, 'SUPERTREND_FLIP': 2, 'SL': 2}"
CPR5.0_PROX1.0_WICK40.0,5.0,1.0,40.0,7,3.0,31,51.61,22017.0,2.2,1.39,2.33,0.65,0.08,"{'EOD': 26, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 1, 'SL': 3}"
CPR5.0_PROX3.0_WICK25.0,5.0,3.0,25.0,7,3.0,11,27.27,-24091.0,-2.41,0.11,2.41,-2.96,0.09,"{'EOD': 6, 'CPR_BREACH': 5}"
CPR5.0_PROX2.0_WICK40.0,5.0,2.0,40.0,7,3.0,42,50.0,10834.0,1.08,1.14,3.16,0.3,0.11,"{'EOD': 36, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 2, 'SL': 3}"
CPR2.0_PROX2.0_WICK25.0,2.0,2.0,25.0,7,3.0,33,51.52,9555.0,0.96,1.16,2.82,0.29,0.08,"{'EOD': 29, 'SUPERTREND_FLIP': 2, 'SL': 2}"
CPR2.0_PROX0.5_WICK25.0,2.0,0.5,25.0,7,3.0,16,43.75,8937.0,0.89,1.33,2.02,0.36,0.04,"{'EOD': 15, 'SL': 1}"
CPR5.0_PROX3.0_WICK40.0,5.0,3.0,40.0,7,3.0,18,16.67,-46701.0,-4.67,0.06,4.67,-3.14,0.14,"{'EOD': 8, 'CPR_BREACH': 10}"
CPR1.5_PROX2.0_WICK40.0,1.5,2.0,40.0,7,3.0,36,58.33,30610.0,3.06,1.55,2.59,0.8,0.09,"{'EOD': 31, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 2, 'SL': 2}"
CPR2.0_PROX5.0_WICK40.0,2.0,5.0,40.0,7,3.0,43,48.84,5275.0,0.53,1.07,3.71,0.14,0.11,"{'EOD': 37, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 2, 'SL': 3}"
CPR1.5_PROX0.5_WICK25.0,1.5,0.5,25.0,7,3.0,15,46.67,10371.0,1.04,1.41,1.88,0.42,0.04,"{'EOD': 14, 'SL': 1}"
CPR3.0_PROX1.0_WICK40.0,3.0,1.0,40.0,7,3.0,31,51.61,22017.0,2.2,1.39,2.33,0.65,0.08,"{'EOD': 26, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 1, 'SL': 3}"
CPR5.0_PROX5.0_WICK15.0,5.0,5.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR1.0_PROX3.0_WICK15.0,1.0,3.0,15.0,7,3.0,18,55.56,4604.0,0.46,1.13,2.62,0.17,0.05,"{'EOD': 16, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX2.0_WICK40.0,3.0,2.0,40.0,7,3.0,42,50.0,10834.0,1.08,1.14,3.16,0.3,0.11,"{'EOD': 36, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 2, 'SL': 3}"
CPR5.0_PROX1.5_WICK15.0,5.0,1.5,15.0,7,3.0,21,47.62,-6862.0,-0.69,0.86,2.77,-0.24,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR3.0_PROX5.0_WICK40.0,3.0,5.0,40.0,7,3.0,43,48.84,5275.0,0.53,1.07,3.71,0.14,0.11,"{'EOD': 37, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 2, 'SL': 3}"
CPR5.0_PROX5.0_WICK25.0,5.0,5.0,25.0,7,3.0,11,27.27,-24091.0,-2.41,0.11,2.41,-2.96,0.09,"{'EOD': 6, 'CPR_BREACH': 5}"
CPR5.0_PROX3.0_WICK15.0,5.0,3.0,15.0,7,3.0,21,47.62,-6862.0,-0.69,0.86,2.77,-0.24,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR2.0_PROX0.5_WICK40.0,2.0,0.5,40.0,7,3.0,21,47.62,13942.0,1.39,1.47,2.16,0.55,0.05,"{'EOD': 20, 'SL': 1}"
CPR2.0_PROX2.0_WICK40.0,2.0,2.0,40.0,7,3.0,42,50.0,10834.0,1.08,1.14,3.16,0.3,0.11,"{'EOD': 36, 'CPR_BREACH': 1, 'SUPERTREND_FLIP': 2, 'SL': 3}"
CPR1.5_PROX3.0_WICK15.0,1.5,3.0,15.0,7,3.0,19,52.63,4240.0,0.42,1.12,2.62,0.15,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX0.5_WICK15.0,3.0,0.5,15.0,7,3.0,12,33.33,3206.0,0.32,1.13,2.02,0.14,0.03,"{'EOD': 11, 'SL': 1}"
CPR5.0_PROX5.0_WICK40.0,5.0,5.0,40.0,7,3.0,19,15.79,-52691.0,-5.27,0.05,5.27,-2.93,0.15,"{'EOD': 9, 'CPR_BREACH': 10}"
CPR1.5_PROX0.5_WICK40.0,1.5,0.5,40.0,7,3.0,20,50.0,15376.0,1.54,1.55,2.02,0.6,0.05,"{'EOD': 19, 'SL': 1}"
CPR3.0_PROX1.5_WICK15.0,3.0,1.5,15.0,7,3.0,21,47.62,-6862.0,-0.69,0.86,2.77,-0.24,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR1.0_PROX3.0_WICK25.0,1.0,3.0,25.0,7,3.0,25,60.0,18509.0,1.85,1.42,2.44,0.54,0.06,"{'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX3.0_WICK15.0,3.0,3.0,15.0,7,3.0,21,47.62,-6862.0,-0.69,0.86,2.77,-0.24,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR5.0_PROX1.5_WICK25.0,5.0,1.5,25.0,7,3.0,31,51.61,10084.0,1.01,1.17,2.77,0.31,0.08,"{'EOD': 27, 'SUPERTREND_FLIP': 2, 'SL': 2}"
CPR5.0_PROX0.5_WICK15.0,5.0,0.5,15.0,7,3.0,12,33.33,3206.0,0.32,1.13,2.02,0.14,0.03,"{'EOD': 11, 'SL': 1}"
CPR5.0_PROX3.0_WICK25.0,5.0,3.0,25.0,7,3.0,35,48.57,2185.0,0.22,1.03,3.01,0.06,0.09,"{'EOD': 31, 'SUPERTREND_FLIP': 2, 'SL': 2}"
