assets,signal,horizon,window,n_obs,ic_mean,ic_t,ic_hit,top_ann,mid_ann,bot_ann,spread_ann,monotone,draw
SHUF32,ABSMOM252,1m,full,223,0.0304,1.53,53.8,23.64,22.21,22.11,1.53,True,32
SHUF32,ABSMOM252,3m,full,221,0.0525,2.57,57.5,24.92,23.31,24.29,0.63,False,32
SHUF32,MOMSKIP126,1m,full,229,0.0417,2.12,57.2,25.08,22.1,21.75,3.34,True,32
SHUF32,MOMSKIP126,3m,full,227,0.0576,2.96,60.4,25.54,23.46,23.47,2.07,False,32
SHUF32,RISKADJ63,1m,full,232,0.0048,0.27,52.6,23.12,24.68,22.4,0.72,False,32
SHUF32,RISKADJ63,3m,full,230,0.0407,2.14,53.5,24.98,24.8,23.4,1.58,True,32
SHUF32,RISKADJ126,1m,full,229,0.018,0.92,52.4,23.1,23.27,22.86,0.24,False,32
SHUF32,RISKADJ126,3m,full,227,0.0446,2.31,56.8,24.61,23.79,24.22,0.39,False,32
SHUF32,MADIST200,1m,full,231,0.0135,0.71,48.1,23.79,23.27,22.58,1.21,True,32
SHUF32,MADIST200,3m,full,229,0.0571,2.96,58.1,25.27,23.66,23.87,1.39,False,32
SHUF32,ACCEL,1m,full,223,-0.0104,-0.57,52.0,22.85,22.0,23.35,-0.51,False,32
SHUF32,ACCEL,3m,full,221,0.0272,1.39,54.3,25.3,23.28,23.88,1.42,False,32
SHUF33,ABSMOM63,1m,full,232,-0.0034,-0.17,50.0,23.34,23.04,22.6,0.75,True,33
SHUF33,ABSMOM63,3m,full,230,0.0243,1.21,54.3,24.32,24.23,23.1,1.22,True,33
SHUF33,ABSMOM126,1m,full,229,0.0138,0.72,55.0,23.73,21.97,22.32,1.41,False,33
SHUF33,ABSMOM126,3m,full,227,0.0559,3.08,59.5,24.6,23.99,22.41,2.19,True,33
SHUF33,ABSMOM252,1m,full,223,0.0267,1.38,52.9,22.13,23.37,20.64,1.49,False,33
SHUF33,ABSMOM252,3m,full,221,0.0507,2.51,57.9,24.17,23.81,22.57,1.6,True,33
SHUF33,MOMSKIP126,1m,full,229,0.0293,1.49,54.6,23.35,22.97,21.59,1.76,True,33
SHUF33,MOMSKIP126,3m,full,227,0.0656,3.71,61.2,25.03,23.51,22.49,2.54,True,33
SHUF33,RISKADJ63,1m,full,232,0.0162,0.81,51.7,23.82,23.39,21.64,2.17,True,33
SHUF33,RISKADJ63,3m,full,230,0.0404,2.09,54.3,24.85,24.15,22.57,2.29,True,33
SHUF33,RISKADJ126,1m,full,229,0.0234,1.27,55.9,24.41,21.3,22.25,2.16,False,33
SHUF33,RISKADJ126,3m,full,227,0.0758,4.34,60.8,25.5,23.19,22.28,3.23,True,33
SHUF33,MADIST200,1m,full,231,0.0145,0.75,52.4,23.65,22.04,22.58,1.08,False,33
SHUF33,MADIST200,3m,full,229,0.0435,2.25,54.6,24.4,23.93,22.99,1.4,True,33
SHUF33,ACCEL,1m,full,223,-0.0214,-1.1,44.8,22.42,20.71,23.24,-0.82,False,33
SHUF33,ACCEL,3m,full,221,-0.0238,-1.26,46.6,23.04,23.64,23.99,-0.95,False,33
SHUF34,ABSMOM63,1m,full,232,0.0354,1.85,56.9,25.24,23.86,22.63,2.61,True,34
SHUF34,ABSMOM63,3m,full,230,0.0671,3.41,60.4,26.56,24.91,22.97,3.59,True,34
SHUF34,ABSMOM126,1m,full,229,0.0418,2.14,54.6,24.57,23.17,22.51,2.06,True,34
SHUF34,ABSMOM126,3m,full,227,0.0922,4.58,65.6,26.89,24.07,22.4,4.5,True,34
SHUF34,ABSMOM252,1m,full,223,0.0622,2.93,57.4,24.91,21.5,21.81,3.11,False,34
SHUF34,ABSMOM252,3m,full,221,0.0867,4.25,62.0,26.84,22.66,23.14,3.7,False,34
SHUF34,MOMSKIP126,1m,full,229,0.058,2.93,59.0,25.39,22.94,21.64,3.75,True,34
SHUF34,MOMSKIP126,3m,full,227,0.1014,5.15,66.1,27.33,23.44,22.48,4.85,True,34
SHUF34,RISKADJ63,1m,full,232,0.0399,2.26,53.0,25.12,23.23,23.32,1.8,False,34
SHUF34,RISKADJ63,3m,full,230,0.0703,3.62,63.0,26.63,24.06,23.76,2.87,True,34
SHUF34,RISKADJ126,1m,full,229,0.0437,2.33,57.6,24.94,22.82,22.36,2.58,True,34
SHUF34,RISKADJ126,3m,full,227,0.0862,4.45,65.2,26.57,24.27,22.51,4.06,True,34
SHUF34,MADIST200,1m,full,231,0.051,2.63,56.3,25.08,23.25,22.42,2.66,True,34
SHUF34,MADIST200,3m,full,229,0.0943,4.67,65.9,27.04,23.69,23.08,3.96,True,34
SHUF34,ACCEL,1m,full,223,-0.021,-1.08,46.6,22.01,22.59,24.35,-2.35,False,34
SHUF34,ACCEL,3m,full,221,-0.006,-0.31,47.5,23.95,24.44,24.79,-0.84,False,34
SHUF35,ABSMOM63,1m,full,232,0.0244,1.29,54.3,24.03,25.15,21.75,2.28,False,35
SHUF35,ABSMOM63,3m,full,230,-0.0148,-0.83,48.7,24.25,25.53,24.43,-0.18,False,35
SHUF35,ABSMOM126,1m,full,229,0.0008,0.04,52.0,22.18,23.87,23.64,-1.46,False,35
SHUF35,ABSMOM126,3m,full,227,0.0017,0.09,50.2,23.66,25.23,24.45,-0.79,False,35
SHUF35,ABSMOM252,1m,full,223,0.0473,2.51,57.4,23.32,23.39,21.05,2.27,False,35
SHUF35,ABSMOM252,3m,full,221,0.058,2.87,59.3,24.82,24.72,23.2,1.62,True,35
SHUF35,MOMSKIP126,1m,full,229,0.0015,0.08,47.2,22.12,23.6,23.94,-1.82,False,35
SHUF35,MOMSKIP126,3m,full,227,0.0011,0.06,47.1,24.06,24.81,24.44,-0.37,False,35
SHUF35,RISKADJ63,1m,full,232,0.0279,1.53,53.4,24.29,25.27,21.24,3.06,False,35
SHUF35,RISKADJ63,3m,full,230,0.0056,0.32,51.7,24.8,25.5,23.78,1.02,False,35
SHUF35,RISKADJ126,1m,full,229,0.0214,1.14,55.0,22.54,24.72,22.14,0.39,False,35
SHUF35,RISKADJ126,3m,full,227,0.0194,1.12,54.2,24.49,25.59,23.02,1.47,False,35
SHUF35,MADIST200,1m,full,231,0.0087,0.47,56.3,23.25,22.76,24.22,-0.96,False,35
SHUF35,MADIST200,3m,full,229,0.0029,0.16,52.8,24.14,24.75,25.02,-0.88,False,35
SHUF35,ACCEL,1m,full,223,-0.0152,-0.84,45.7,22.76,22.3,22.8,-0.03,False,35
SHUF35,ACCEL,3m,full,221,-0.0528,-2.82,38.5,23.4,24.01,25.6,-2.2,False,35
SHUF36,ABSMOM63,1m,full,232,0.0128,0.65,52.6,24.29,23.5,22.46,1.83,True,36
SHUF36,ABSMOM63,3m,full,230,0.0253,1.24,54.3,25.06,24.23,24.03,1.04,True,36
SHUF36,ABSMOM126,1m,full,229,0.0241,1.17,54.1,24.0,22.38,22.57,1.42,False,36
SHUF36,ABSMOM126,3m,full,227,0.0609,2.86,59.5,25.3,23.98,23.23,2.08,True,36
SHUF36,ABSMOM252,1m,full,223,0.0385,1.91,56.1,23.55,22.45,21.44,2.11,True,36
SHUF36,ABSMOM252,3m,full,221,0.0694,3.12,62.9,24.61,24.43,22.97,1.64,True,36
SHUF36,MOMSKIP126,1m,full,229,0.0171,0.87,52.0,23.23,22.22,23.62,-0.39,False,36
SHUF36,MOMSKIP126,3m,full,227,0.0493,2.42,55.5,25.51,23.29,23.78,1.74,False,36
SHUF36,RISKADJ63,1m,full,232,0.0145,0.76,53.9,24.57,22.97,22.8,1.76,True,36
SHUF36,RISKADJ63,3m,full,230,0.0354,1.8,55.7,25.18,23.86,24.38,0.8,False,36
SHUF36,RISKADJ126,1m,full,229,0.0298,1.42,56.3,24.12,22.7,22.07,2.05,True,36
SHUF36,RISKADJ126,3m,full,227,0.0717,3.48,59.9,26.26,22.92,23.37,2.89,False,36
SHUF36,MADIST200,1m,full,231,0.0194,0.94,52.8,23.96,23.2,22.07,1.89,True,36
SHUF36,MADIST200,3m,full,229,0.0564,2.61,60.3,25.17,24.32,23.25,1.93,True,36
SHUF36,ACCEL,1m,full,223,-0.0322,-1.76,44.4,20.96,22.78,23.98,-3.01,False,36
SHUF36,ACCEL,3m,full,221,-0.0419,-2.19,43.9,23.18,23.79,25.31,-2.13,False,36
SHUF37,ABSMOM63,1m,full,232,0.0488,2.37,56.0,24.65,24.53,20.47,4.18,True,37
SHUF37,ABSMOM63,3m,full,230,0.0749,3.76,58.3,25.98,24.61,22.02,3.96,True,37
SHUF37,ABSMOM126,1m,full,229,0.0646,3.2,61.6,25.14,23.49,19.95,5.19,True,37
SHUF37,ABSMOM126,3m,full,227,0.0968,4.65,61.2,26.77,23.67,21.59,5.18,True,37
SHUF37,ABSMOM252,1m,full,223,0.0637,3.09,58.7,23.88,23.04,20.55,3.33,True,37
SHUF37,ABSMOM252,3m,full,221,0.0814,3.79,61.1,25.22,24.3,22.39,2.83,True,37
SHUF37,MOMSKIP126,1m,full,229,0.0617,3.25,63.3,24.53,22.92,21.17,3.35,True,37
SHUF37,MOMSKIP126,3m,full,227,0.0915,4.46,62.1,26.5,23.23,22.36,4.14,True,37
SHUF37,RISKADJ63,1m,full,232,0.0504,2.6,56.9,24.85,24.08,20.73,4.12,True,37
SHUF37,RISKADJ63,3m,full,230,0.0637,3.28,58.7,25.16,24.68,22.89,2.28,True,37
SHUF37,RISKADJ126,1m,full,229,0.0682,3.53,61.1,25.59,21.56,21.5,4.08,True,37
SHUF37,RISKADJ126,3m,full,227,0.0921,4.64,62.1,26.61,23.08,22.34,4.27,True,37
SHUF37,MADIST200,1m,full,231,0.0675,3.26,61.5,25.68,22.43,20.9,4.78,True,37
SHUF37,MADIST200,3m,full,229,0.096,4.56,65.1,26.35,23.86,22.1,4.25,True,37
SHUF37,ACCEL,1m,full,223,0.0055,0.27,51.1,22.73,22.53,22.54,0.19,False,37
SHUF37,ACCEL,3m,full,221,0.0141,0.72,54.3,24.86,23.48,23.81,1.05,False,37
SHUF38,ABSMOM63,1m,full,232,-0.0169,-0.89,47.0,22.55,22.02,25.55,-3.0,False,38
SHUF38,ABSMOM63,3m,full,230,-0.0253,-1.43,46.5,23.82,24.16,24.91,-1.09,False,38
SHUF38,ABSMOM126,1m,full,229,-0.0034,-0.19,50.2,22.4,21.88,24.65,-2.24,False,38
SHUF38,ABSMOM126,3m,full,227,0.0037,0.19,50.2,24.86,22.63,24.54,0.32,False,38
SHUF38,ABSMOM252,1m,full,223,0.0166,0.88,52.0,21.77,23.04,23.05,-1.27,False,38
SHUF38,ABSMOM252,3m,full,221,0.0152,0.73,52.9,23.8,24.08,24.09,-0.29,False,38
SHUF38,MOMSKIP126,1m,full,229,0.008,0.43,52.4,23.01,22.33,23.53,-0.53,False,38
SHUF38,MOMSKIP126,3m,full,227,0.0108,0.56,50.7,24.74,23.11,24.08,0.65,False,38
SHUF38,RISKADJ63,1m,full,232,-0.0067,-0.35,49.1,22.61,22.96,24.45,-1.85,False,38
SHUF38,RISKADJ63,3m,full,230,-0.0154,-0.86,48.3,24.03,24.27,24.54,-0.51,False,38
SHUF38,RISKADJ126,1m,full,229,0.0124,0.68,55.5,23.08,22.95,22.58,0.5,True,38
SHUF38,RISKADJ126,3m,full,227,0.0119,0.64,51.1,25.11,23.31,23.47,1.63,False,38
SHUF38,MADIST200,1m,full,231,-0.0038,-0.21,50.6,22.98,22.12,24.44,-1.46,False,38
SHUF38,MADIST200,3m,full,229,0.0016,0.08,50.2,24.63,22.86,24.96,-0.34,False,38
SHUF38,ACCEL,1m,full,223,-0.043,-2.26,42.2,20.51,23.25,24.16,-3.65,False,38
SHUF38,ACCEL,3m,full,221,-0.0647,-3.54,41.2,22.31,24.26,25.55,-3.24,False,38
SHUF39,ABSMOM63,1m,full,232,0.0149,0.85,50.4,23.72,22.82,22.35,1.37,True,39
SHUF39,ABSMOM63,3m,full,230,0.0439,2.46,58.7,25.23,23.57,22.77,2.46,True,39
SHUF39,ABSMOM126,1m,full,229,0.032,1.71,53.3,24.22,21.94,21.35,2.88,True,39
SHUF39,ABSMOM126,3m,full,227,0.0658,3.61,62.6,25.34,23.3,22.03,3.31,True,39
SHUF39,ABSMOM252,1m,full,223,0.0419,2.15,55.6,23.58,21.29,21.38,2.2,False,39
SHUF39,ABSMOM252,3m,full,221,0.0792,3.92,61.5,25.29,23.05,22.23,3.06,True,39
SHUF39,MOMSKIP126,1m,full,229,0.0374,1.99,54.1,25.01,21.84,20.67,4.33,True,39
SHUF39,MOMSKIP126,3m,full,227,0.0648,3.54,59.0,25.2,23.47,21.99,3.21,True,39
SHUF39,RISKADJ63,1m,full,232,0.0251,1.47,53.0,23.51,22.99,22.39,1.12,True,39
SHUF39,RISKADJ63,3m,full,230,0.0535,3.11,59.1,25.0,23.63,22.92,2.09,True,39
SHUF39,RISKADJ126,1m,full,229,0.0314,1.77,55.5,24.15,21.65,21.72,2.43,False,39
SHUF39,RISKADJ126,3m,full,227,0.0631,3.61,62.1,25.27,23.29,22.12,3.15,True,39
SHUF39,MADIST200,1m,full,231,0.0354,1.92,53.2,24.2,22.01,21.84,2.35,True,39
SHUF39,MADIST200,3m,full,229,0.0694,3.65,60.7,25.71,22.97,22.41,3.3,True,39
SHUF39,ACCEL,1m,full,223,-0.0325,-1.83,45.3,21.14,21.72,23.43,-2.29,False,39
SHUF39,ACCEL,3m,full,221,-0.0254,-1.45,44.8,22.95,23.6,24.09,-1.14,False,39
SHUF40,ABSMOM63,1m,full,232,0.042,2.21,55.6,24.58,22.67,21.12,3.47,True,40
SHUF40,ABSMOM63,3m,full,230,0.047,2.46,57.0,25.16,23.06,23.06,2.1,True,40
SHUF40,ABSMOM126,1m,full,229,0.0345,1.88,57.2,24.2,22.32,20.74,3.46,True,40
SHUF40,ABSMOM126,3m,full,227,0.074,4.02,63.0,25.52,23.13,21.73,3.78,True,40
SHUF40,ABSMOM252,1m,full,223,0.0609,3.26,60.1,24.69,21.2,19.81,4.88,True,40
SHUF40,ABSMOM252,3m,full,221,0.0971,5.12,68.8,25.58,23.03,21.28,4.3,True,40
SHUF40,MOMSKIP126,1m,full,229,0.0343,1.89,59.8,23.91,22.22,21.13,2.78,True,40
SHUF40,MOMSKIP126,3m,full,227,0.0633,3.36,62.1,25.27,23.39,21.73,3.54,True,40
SHUF40,RISKADJ63,1m,full,232,0.0475,2.58,59.5,24.18,22.91,21.42,2.75,True,40
SHUF40,RISKADJ63,3m,full,230,0.0536,2.94,57.4,24.84,23.32,23.14,1.7,True,40
SHUF40,RISKADJ126,1m,full,229,0.0386,2.16,57.2,23.88,22.32,21.06,2.82,True,40
SHUF40,RISKADJ126,3m,full,227,0.0675,3.97,62.1,25.0,23.47,22.01,3.0,True,40
SHUF40,MADIST200,1m,full,231,0.0517,2.7,61.0,24.93,22.07,20.53,4.4,True,40
SHUF40,MADIST200,3m,full,229,0.0796,4.07,61.1,25.63,23.07,21.88,3.76,True,40
SHUF40,ACCEL,1m,full,223,0.0103,0.58,50.2,22.54,21.43,22.24,0.3,False,40
SHUF40,ACCEL,3m,full,221,-0.0018,-0.1,50.2,23.67,22.7,24.03,-0.35,False,40
SHUF41,ABSMOM63,1m,full,232,0.0125,0.63,50.9,24.53,22.27,22.37,2.17,False,41
SHUF41,ABSMOM63,3m,full,230,0.045,2.16,55.2,25.0,24.32,22.5,2.5,True,41
SHUF41,ABSMOM126,1m,full,229,0.0439,2.17,53.3,24.04,23.72,19.66,4.38,True,41
SHUF41,ABSMOM126,3m,full,227,0.0897,4.33,62.1,25.8,23.78,21.05,4.75,True,41
SHUF41,ABSMOM252,1m,full,223,0.0515,2.5,58.3,23.94,21.88,20.21,3.73,True,41
SHUF41,ABSMOM252,3m,full,221,0.0954,4.47,65.6,25.63,23.36,21.16,4.47,True,41
SHUF41,MOMSKIP126,1m,full,229,0.0513,2.62,58.1,24.65,22.46,20.31,4.34,True,41
SHUF41,MOMSKIP126,3m,full,227,0.0963,4.87,64.8,25.75,23.69,21.24,4.52,True,41
SHUF41,RISKADJ63,1m,full,232,0.0215,1.11,54.3,24.03,22.98,22.15,1.89,True,41
SHUF41,RISKADJ63,3m,full,230,0.0615,3.14,61.7,25.08,24.56,22.14,2.94,True,41
SHUF41,RISKADJ126,1m,full,229,0.053,2.75,55.9,25.22,21.73,20.37,4.85,True,41
SHUF41,RISKADJ126,3m,full,227,0.106,5.56,65.2,26.37,23.08,21.11,5.26,True,41
SHUF41,MADIST200,1m,full,231,0.0337,1.66,57.6,24.03,22.9,21.49,2.54,True,41
SHUF41,MADIST200,3m,full,229,0.0856,4.02,61.1,25.45,24.02,21.64,3.81,True,41
SHUF41,ACCEL,1m,full,223,-0.0296,-1.45,48.0,21.29,21.44,23.73,-2.44,False,41
SHUF41,ACCEL,3m,full,221,-0.0232,-1.15,44.8,23.06,23.07,24.45,-1.38,False,41
SHUF42,ABSMOM63,1m,full,232,-0.0142,-0.73,46.6,23.34,24.22,24.48,-1.14,False,42
SHUF42,ABSMOM63,3m,full,230,-0.0066,-0.31,50.4,24.46,24.89,25.45,-0.99,False,42
SHUF42,ABSMOM126,1m,full,229,0.0003,0.01,50.7,24.31,22.57,23.95,0.36,False,42
SHUF42,ABSMOM126,3m,full,227,0.0343,1.54,55.9,25.47,24.2,24.41,1.06,False,42
SHUF42,ABSMOM252,1m,full,223,0.0048,0.24,52.0,22.66,23.07,23.3,-0.64,False,42
SHUF42,ABSMOM252,3m,full,221,0.0354,1.63,53.8,24.38,24.16,24.59,-0.2,False,42
SHUF42,MOMSKIP126,1m,full,229,0.0124,0.62,51.1,24.09,23.12,23.5,0.58,False,42
SHUF42,MOMSKIP126,3m,full,227,0.0445,2.0,55.1,25.3,24.52,24.16,1.13,True,42
SHUF42,RISKADJ63,1m,full,232,-0.0133,-0.71,46.6,23.35,24.25,24.43,-1.08,False,42
SHUF42,RISKADJ63,3m,full,230,-0.0061,-0.3,50.4,24.64,24.64,25.56,-0.91,False,42
SHUF42,RISKADJ126,1m,full,229,0.0025,0.13,52.0,24.32,23.09,23.43,0.89,False,42
SHUF42,RISKADJ126,3m,full,227,0.0285,1.4,56.4,25.23,25.15,23.71,1.52,True,42
SHUF42,MADIST200,1m,full,231,0.0085,0.43,49.8,25.0,22.42,23.62,1.38,False,42
SHUF42,MADIST200,3m,full,229,0.0284,1.28,52.4,25.48,24.31,24.58,0.9,False,42
SHUF42,ACCEL,1m,full,223,-0.0225,-1.25,48.0,22.42,22.33,24.21,-1.79,False,42
SHUF42,ACCEL,3m,full,221,-0.0318,-1.67,46.2,23.77,24.0,25.45,-1.67,False,42
SHUF43,ABSMOM63,1m,full,232,0.0022,0.12,51.3,23.7,22.81,23.42,0.28,False,43
SHUF43,ABSMOM63,3m,full,230,0.0094,0.48,53.0,24.58,23.75,24.25,0.33,False,43
SHUF43,ABSMOM126,1m,full,229,0.0007,0.04,49.3,23.33,20.55,24.77,-1.44,False,43
SHUF43,ABSMOM126,3m,full,227,0.0076,0.36,52.4,24.25,22.84,24.87,-0.63,False,43
SHUF43,ABSMOM252,1m,full,223,0.0164,0.84,54.7,23.33,21.63,22.28,1.05,False,43
SHUF43,ABSMOM252,3m,full,221,0.0361,1.73,51.1,24.71,23.18,23.58,1.13,False,43
SHUF43,MOMSKIP126,1m,full,229,-0.0076,-0.41,49.8,22.39,22.39,24.03,-1.64,False,43
SHUF43,MOMSKIP126,3m,full,227,0.0193,0.96,51.1,24.47,23.17,24.31,0.16,False,43
SHUF43,RISKADJ63,1m,full,232,-0.0014,-0.08,49.6,23.44,22.31,24.29,-0.85,False,43
SHUF43,RISKADJ63,3m,full,230,0.0111,0.58,49.1,24.13,24.06,24.42,-0.29,False,43
SHUF43,RISKADJ126,1m,full,229,0.0028,0.15,51.1,22.73,22.75,23.16,-0.43,False,43
SHUF43,RISKADJ126,3m,full,227,0.0041,0.21,50.2,23.78,23.99,24.16,-0.38,False,43
SHUF43,MADIST200,1m,full,231,0.0022,0.11,48.5,22.99,22.54,23.86,-0.87,False,43
SHUF43,MADIST200,3m,full,229,0.0078,0.37,51.5,24.17,23.63,24.44,-0.27,False,43
SHUF43,ACCEL,1m,full,223,-0.0244,-1.25,48.0,21.53,21.29,24.68,-3.15,False,43
SHUF43,ACCEL,3m,full,221,-0.0401,-2.06,42.1,22.86,23.74,25.02,-2.16,False,43
SHUF44,ABSMOM63,1m,full,232,0.0137,0.76,53.0,24.9,21.89,24.14,0.75,False,44
SHUF44,ABSMOM63,3m,full,230,0.0465,2.57,60.9,26.26,23.33,24.04,2.22,False,44
SHUF44,ABSMOM126,1m,full,229,0.0175,0.95,52.8,23.67,23.6,22.24,1.43,True,44
SHUF44,ABSMOM126,3m,full,227,0.0408,2.1,54.6,24.63,24.44,23.67,0.96,True,44
SHUF44,ABSMOM252,1m,full,223,0.0045,0.24,50.7,23.01,21.83,23.15,-0.14,False,44
SHUF44,ABSMOM252,3m,full,221,0.0087,0.45,51.1,23.91,23.8,24.53,-0.62,False,44
SHUF44,MOMSKIP126,1m,full,229,0.0187,0.99,55.0,24.07,23.2,22.16,1.91,True,44
SHUF44,MOMSKIP126,3m,full,227,0.036,1.87,53.7,24.71,24.07,23.96,0.74,True,44
SHUF44,RISKADJ63,1m,full,232,0.0081,0.47,51.7,23.45,23.79,23.61,-0.16,False,44
SHUF44,RISKADJ63,3m,full,230,0.0368,2.09,56.5,25.22,24.46,23.86,1.36,True,44
SHUF44,RISKADJ126,1m,full,229,0.0171,0.99,52.0,23.95,23.04,22.52,1.42,True,44
SHUF44,RISKADJ126,3m,full,227,0.0387,2.2,54.2,25.14,24.14,23.44,1.7,True,44
SHUF44,MADIST200,1m,full,231,0.0212,1.14,57.6,24.59,22.75,22.65,1.94,True,44
SHUF44,MADIST200,3m,full,229,0.0396,2.05,54.6,24.93,24.64,23.47,1.46,True,44
SHUF44,ACCEL,1m,full,223,-0.0054,-0.3,45.7,22.45,22.79,22.65,-0.2,False,44
SHUF44,ACCEL,3m,full,221,0.017,0.99,52.0,24.46,24.09,23.67,0.79,True,44
SHUF45,ABSMOM63,1m,full,232,0.0257,1.35,56.0,23.89,23.21,23.05,0.84,True,45
SHUF45,ABSMOM63,3m,full,230,0.0305,1.62,53.0,24.79,24.27,23.55,1.23,True,45
SHUF45,ABSMOM126,1m,full,229,0.0227,1.16,51.1,23.09,23.21,22.77,0.32,False,45
SHUF45,ABSMOM126,3m,full,227,0.0378,1.97,54.2,24.42,24.1,23.58,0.84,True,45
SHUF45,ABSMOM252,1m,full,223,0.0381,1.97,57.0,23.25,23.08,21.21,2.05,True,45
SHUF45,ABSMOM252,3m,full,221,0.0641,3.56,59.7,25.3,23.7,22.9,2.4,True,45
SHUF45,MOMSKIP126,1m,full,229,0.0278,1.43,52.8,23.64,22.25,23.22,0.41,False,45
SHUF45,MOMSKIP126,3m,full,227,0.0476,2.54,55.9,25.16,23.29,23.62,1.54,False,45
SHUF45,RISKADJ63,1m,full,232,0.0349,2.02,57.3,24.14,22.92,22.99,1.15,False,45
SHUF45,RISKADJ63,3m,full,230,0.0417,2.28,55.7,24.87,24.5,23.22,1.65,True,45
SHUF45,RISKADJ126,1m,full,229,0.0345,1.83,54.1,23.87,22.4,22.78,1.1,False,45
SHUF45,RISKADJ126,3m,full,227,0.0582,3.2,61.2,25.46,23.23,23.33,2.13,False,45
SHUF45,MADIST200,1m,full,231,0.0195,0.97,54.5,23.72,21.91,23.79,-0.08,False,45
SHUF45,MADIST200,3m,full,229,0.0426,2.22,59.8,25.0,23.66,23.59,1.41,True,45
SHUF45,ACCEL,1m,full,223,-0.0001,-0.0,50.7,22.41,22.02,23.57,-1.16,False,45
SHUF45,ACCEL,3m,full,221,-0.0088,-0.47,47.5,23.96,23.61,24.59,-0.63,False,45
SHUF46,ABSMOM63,1m,full,232,0.0232,1.22,57.3,23.83,23.29,22.54,1.28,True,46
SHUF46,ABSMOM63,3m,full,230,0.0407,2.11,54.8,25.44,24.18,22.8,2.64,True,46
SHUF46,ABSMOM126,1m,full,229,0.0392,1.9,54.1,24.32,22.13,21.8,2.52,True,46
SHUF46,ABSMOM126,3m,full,227,0.0516,2.55,55.1,24.99,23.45,23.11,1.88,True,46
SHUF46,ABSMOM252,1m,full,223,0.0269,1.26,55.2,22.61,22.26,21.54,1.07,True,46
SHUF46,ABSMOM252,3m,full,221,0.0251,1.14,54.3,24.21,23.3,23.19,1.02,True,46
SHUF46,MOMSKIP126,1m,full,229,0.0233,1.15,53.3,23.84,22.85,21.62,2.23,True,46
SHUF46,MOMSKIP126,3m,full,227,0.0422,2.06,51.1,24.5,24.06,23.04,1.46,True,46
SHUF46,RISKADJ63,1m,full,232,0.0449,2.44,58.2,24.51,22.85,22.18,2.33,True,46
SHUF46,RISKADJ63,3m,full,230,0.056,3.04,58.7,25.37,23.85,23.22,2.15,True,46
SHUF46,RISKADJ126,1m,full,229,0.0471,2.42,58.1,24.56,21.84,21.78,2.78,True,46
SHUF46,RISKADJ126,3m,full,227,0.0695,3.47,56.8,25.58,23.0,22.89,2.69,True,46
SHUF46,MADIST200,1m,full,231,0.0293,1.45,54.1,24.02,22.9,22.1,1.92,True,46
SHUF46,MADIST200,3m,full,229,0.0375,1.82,52.4,25.18,23.78,23.12,2.06,True,46
SHUF46,ACCEL,1m,full,223,0.0235,1.3,54.3,23.05,22.07,21.31,1.75,True,46
SHUF46,ACCEL,3m,full,221,0.0384,2.06,55.7,25.04,22.85,22.65,2.38,True,46
SHUF47,ABSMOM63,1m,full,232,-0.0058,-0.32,48.3,23.16,22.48,24.54,-1.37,False,47
SHUF47,ABSMOM63,3m,full,230,0.0146,0.84,50.9,24.6,23.83,24.38,0.22,False,47
SHUF47,ABSMOM126,1m,full,229,0.0151,0.75,49.3,23.23,21.74,23.64,-0.42,False,47
SHUF47,ABSMOM126,3m,full,227,0.0621,3.21,58.6,24.93,23.59,23.28,1.66,True,47
SHUF47,ABSMOM252,1m,full,223,0.0415,2.06,54.7,23.17,21.99,21.59,1.58,True,47
SHUF47,ABSMOM252,3m,full,221,0.0655,3.25,62.4,25.01,23.14,23.12,1.89,True,47
SHUF47,MOMSKIP126,1m,full,229,0.0185,0.95,52.4,24.17,20.9,23.42,0.75,False,47
SHUF47,MOMSKIP126,3m,full,227,0.0692,3.66,57.3,25.46,23.15,23.16,2.3,False,47
SHUF47,RISKADJ63,1m,full,232,0.0006,0.03,47.8,23.76,22.14,24.23,-0.47,False,47
SHUF47,RISKADJ63,3m,full,230,0.025,1.41,53.5,24.85,23.62,24.38,0.46,False,47
SHUF47,RISKADJ126,1m,full,229,0.0108,0.55,48.0,23.34,22.13,22.95,0.4,False,47
SHUF47,RISKADJ126,3m,full,227,0.0673,3.52,58.6,25.38,23.67,22.64,2.74,True,47
SHUF47,MADIST200,1m,full,231,0.0189,0.96,50.6,23.3,22.36,23.58,-0.28,False,47
SHUF47,MADIST200,3m,full,229,0.0625,3.33,62.9,25.31,23.42,23.5,1.81,False,47
SHUF47,ACCEL,1m,full,223,-0.0388,-2.03,42.2,21.37,22.6,23.01,-1.64,False,47
SHUF47,ACCEL,3m,full,221,-0.0294,-1.54,43.9,23.48,23.62,24.34,-0.86,False,47
SHUF48,ABSMOM63,1m,full,232,0.0091,0.46,54.7,22.7,23.32,23.72,-1.02,False,48
SHUF48,ABSMOM63,3m,full,230,0.0323,1.77,56.1,24.36,24.21,23.89,0.46,True,48
SHUF48,ABSMOM126,1m,full,229,0.0258,1.29,55.0,23.14,22.26,23.2,-0.06,False,48
SHUF48,ABSMOM126,3m,full,227,0.045,2.39,56.4,24.96,23.14,23.85,1.11,False,48
SHUF48,ABSMOM252,1m,full,223,0.0249,1.3,54.7,22.16,22.66,23.0,-0.85,False,48
